,Unnamed: 0,recordnum,recordtype,recordtypemapped,recordtypedesc,description,opendate,inspectiondate,lastinspresult,statuscurrent,originaladdress1,originalcity,originalstate,originalzip,link,latitude,longitude,location1
147537,147537,004119-20CP,Complaint,Request,Weeds,The walkway on Rose between Wolcott and Duncan ave is over grown. With plants over 8 ft tall and berry bushes make it hard for people making their way to the bus and on walks.,2020-05-18,"{'type': 'Point', 'coordinates': [-122.26809348, 47.52943717]}",,Completed,8304 WOLCOTT AVE S,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004119-20CP'},47.52943717,-122.26809348,"{'latitude': '47.52943717', 'longitude': '-122.26809348'}"
147560,147560,004137-20CP,Complaint,Request,"Emergency , Vacant Building","Vacant building, open to entry junk storage and overgrown",2020-05-21,"{'type': 'Point', 'coordinates': [-122.35525416, 47.63893247]}",Completed,Completed,107 LYNN ST,SEATTLE,WA,98109.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004137-20CP'},47.63893247,-122.35525416,"{'latitude': '47.63893247', 'longitude': '-122.35525416'}"
147562,147562,004139-20CP,Complaint,Request,Weeds,PER CSB: Blackberry and vines covering sidewalk,2020-05-20,"{'type': 'Point', 'coordinates': [-122.3598702, 47.66566994]}",Completed,Completed,5023 BAKER AVE NW,SEATTLE,WA,98107.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004139-20CP'},47.66566994,-122.3598702,"{'latitude': '47.66566994', 'longitude': '-122.3598702'}"
147564,147564,004141-20CP,Complaint,Request,Weeds,PER CSB: Overgrown parking strip and yard growing into adjacent properties. Property exterior is completely unmaintained.,2020-05-20,"{'type': 'Point', 'coordinates': [-122.38492651, 47.65175625]}",,Completed,3445 A 22ND AVE W,SEATTLE,WA,98199.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004141-20CP'},47.65175625,-122.38492651,"{'latitude': '47.65175625', 'longitude': '-122.38492651'}"
147585,147585,004159-20CP,Complaint,Request,Weeds,Per CSB; Hazardous Overgrown Vegetation,2020-05-20,"{'type': 'Point', 'coordinates': [-122.30673193, 47.70225889]}",,Completed,10202 20TH AVE NE,SEATTLE,WA,98125.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004159-20CP'},47.70225889,-122.30673193,"{'latitude': '47.70225889', 'longitude': '-122.30673193'}"
147586,147586,004160-20CP,Complaint,Request,Weeds,Per CSB; overgrownvegetation,2020-05-20,"{'type': 'Point', 'coordinates': [-122.31689949, 47.70826448]}",,Completed,1019 NE NORTHGATE WAY,SEATTLE,WA,98125.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004160-20CP'},47.70826448,-122.31689949,"{'latitude': '47.70826448', 'longitude': '-122.31689949'}"
147599,147599,004172-20CP,Complaint,Request,Weeds,Other safety issue,2020-05-19,"{'type': 'Point', 'coordinates': [-122.31119429, 47.61108248]}",,Completed,920 16TH AVE,SEATTLE,WA,98122.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004172-20CP'},47.61108248,-122.31119429,"{'latitude': '47.61108248', 'longitude': '-122.31119429'}"
147601,147601,004174-20CP,Complaint,Request,Weeds,Vegetation blocking sidewalk. Difficult for stroller to pass.,2020-05-20,"{'type': 'Point', 'coordinates': [-122.28671412, 47.54769701]}",,Completed,6007 M L KING JR WAY S,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004174-20CP'},47.54769701,-122.28671412,"{'latitude': '47.54769701', 'longitude': '-122.28671412'}"
147602,147602,004175-20CP,Complaint,Request,Weeds,Overgrown vegetation,2020-05-20,"{'type': 'Point', 'coordinates': [-122.38227679, 47.57106783]}",,Completed,3702 40TH AVE SW,SEATTLE,WA,98116.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004175-20CP'},47.57106783,-122.38227679,"{'latitude': '47.57106783', 'longitude': '-122.38227679'}"
147604,147604,004177-20CP,Complaint,Request,Weeds,Grass. And bushes over on the sidewalk hard to pass,2020-05-20,"{'type': 'Point', 'coordinates': [-122.32596029, 47.52719347]}",Completed,Completed,553 S SULLIVAN ST,SEATTLE,WA,98108.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004177-20CP'},47.52719347,-122.32596029,"{'latitude': '47.52719347', 'longitude': '-122.32596029'}"
147608,147608,004181-20CP,Complaint,Request,Weeds,Per CSB; overgrownvegetation in the alley,2020-05-22,"{'type': 'Point', 'coordinates': [-122.32415718, 47.64478095]}",,Completed,2706 A FRANKLIN AVE E,SEATTLE,WA,98102.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004181-20CP'},47.64478095,-122.32415718,"{'latitude': '47.64478095', 'longitude': '-122.32415718'}"
147609,147609,004182-20CP,Complaint,Request,Weeds,Overgrown vegetation inthe alley,2020-05-22,"{'type': 'Point', 'coordinates': [-122.32416962, 47.64484325]}",,Completed,2706 B FRANKLIN AVE E,SEATTLE,WA,98102.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004182-20CP'},47.64484325,-122.32416962,"{'latitude': '47.64484325', 'longitude': '-122.32416962'}"
147610,147610,004183-20CP,Complaint,Request,Weeds,Overgrown vegetation inthe alley,2020-05-22,"{'type': 'Point', 'coordinates': [-122.32378338, 47.64476288]}",,Completed,2703 BOYLSTON AVE E,SEATTLE,WA,98102.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004183-20CP'},47.64476288,-122.32378338,"{'latitude': '47.64476288', 'longitude': '-122.32378338'}"
147611,147611,004184-20CP,Complaint,Request,Weeds,Overgrown vegetation inthe alley,2020-05-22,"{'type': 'Point', 'coordinates': [-122.32378338, 47.64476288]}",,Completed,2701 BOYLSTON AVE E,SEATTLE,WA,98102.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004184-20CP'},47.64476288,-122.32378338,"{'latitude': '47.64476288', 'longitude': '-122.32378338'}"
147612,147612,004185-20CP,Complaint,Request,Weeds,Overgrown vegetation inthe alley,2020-05-22,"{'type': 'Point', 'coordinates': [-122.3237122, 47.64493381]}",,Completed,2713 BOYLSTON AVE E,SEATTLE,WA,98102.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004185-20CP'},47.64493381,-122.3237122,"{'latitude': '47.64493381', 'longitude': '-122.3237122'}"
147613,147613,004186-20CP,Complaint,Request,Weeds,Overgrown vegetation inthe alley,2020-05-22,"{'type': 'Point', 'coordinates': [-122.32379725, 47.64508775]}",,Completed,2717 BOYLSTON AVE E,SEATTLE,WA,98102.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004186-20CP'},47.64508775,-122.32379725,"{'latitude': '47.64508775', 'longitude': '-122.32379725'}"
147614,147614,004187-20CP,Complaint,Request,Weeds,Overgrown vegetation inthe alley,2020-05-22,"{'type': 'Point', 'coordinates': [-122.3242566, 47.64507837]}",,Completed,2712 FRANKLIN AVE E,SEATTLE,WA,98102.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004187-20CP'},47.64507837,-122.3242566,"{'latitude': '47.64507837', 'longitude': '-122.3242566'}"
147615,147615,004188-20CP,Complaint,Request,Weeds,Overgrown vegetation inthe alley,2020-05-22,"{'type': 'Point', 'coordinates': [-122.3242566, 47.64507837]}",,Completed,2718 FRANKLIN AVE E,SEATTLE,WA,98102.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004188-20CP'},47.64507837,-122.3242566,"{'latitude': '47.64507837', 'longitude': '-122.3242566'}"
147616,147616,004189-20CP,Complaint,Request,Weeds,Blocking sidewalk or stairway,2020-05-20,"{'type': 'Point', 'coordinates': [-122.36332823, 47.64474741]}",,Completed,427 W ARMOUR ST,SEATTLE,WA,98119.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004189-20CP'},47.64474741,-122.36332823,"{'latitude': '47.64474741', 'longitude': '-122.36332823'}"
147617,147617,004190-20CP,Complaint,Request,Weeds,Per Online; Overgrown vegetation making passing on sidewalk dangerous and walking through it interesting in general. Mostly between Galer and Lee.,2020-05-21,"{'type': 'Point', 'coordinates': [-122.34398754, 47.63214617]}",,Completed,699 GALER ST,SEATTLE,WA,98109.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004190-20CP'},47.63214617,-122.34398754,"{'latitude': '47.63214617', 'longitude': '-122.34398754'}"
147619,147619,004192-20CP,Complaint,Request,Weeds,The sidewalk bon Lucile between 14th & 15th makes it hard to pass on foot.,2020-05-21,"{'type': 'Point', 'coordinates': [-122.31315011, 47.55328318]}",,Completed,5500 15TH AVE S,SEATTLE,WA,98108.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004192-20CP'},47.55328318,-122.31315011,"{'latitude': '47.55328318', 'longitude': '-122.31315011'}"
147630,147630,004202-20CP,Complaint,Request,Weeds,Sidewalk disappearing due to bushes and tall weeds,2020-05-20,"{'type': 'Point', 'coordinates': [-122.35747903, 47.52304598]}",,Completed,8856 18TH AVE SW,SEATTLE,WA,98106.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004202-20CP'},47.52304598,-122.35747903,"{'latitude': '47.52304598', 'longitude': '-122.35747903'}"
147631,147631,004203-20CP,Complaint,Request,Weeds,PER CSB: Overgrown weeds as tall as cars on planting stripPHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5eb8a6d9e896dfa3fde9f661/report.jpg,2020-05-22,"{'type': 'Point', 'coordinates': [-122.34728255, 47.53346362]}",Completed,Completed,900 SW PORTLAND ST,SEATTLE,WA,98106.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004203-20CP'},47.53346362,-122.34728255,"{'latitude': '47.53346362', 'longitude': '-122.34728255'}"
147632,147632,004204-20CP,Complaint,Request,Weeds,PER CSB: Don't know if this is any sort of violation but this hedge is encroaching on more than half the sidewalkPHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5eb8bb79e896dfa3fde9f71b/report.jpg,2020-05-19,"{'type': 'Point', 'coordinates': [-122.28605552, 47.57736525]}",Completed,Completed,2838 MOUNT ST HELENS PL S,SEATTLE,WA,98144.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004204-20CP'},47.57736525,-122.28605552,"{'latitude': '47.57736525', 'longitude': '-122.28605552'}"
147633,147633,004205-20CP,Complaint,Request,Weeds,PER CSB: Overgrown vegetation making it difficult to social distancePHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5ebdea45e896dfa3fdea4481/report.jpg,2020-05-19,"{'type': 'Point', 'coordinates': [-122.28241277, 47.63250961]}",Completed,Completed,1508 39TH AVE E,SEATTLE,WA,98112.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004205-20CP'},47.63250961,-122.28241277,"{'latitude': '47.63250961', 'longitude': '-122.28241277'}"
147636,147636,004207-20CP,Complaint,Request,Weeds,PER CSB: Overgrown vegetationPHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5ebed83de896dfa3fdea4bd1/report.jpg,2020-05-19,"{'type': 'Point', 'coordinates': [-122.28241277, 47.63250961]}",,Completed,1508 39TH AVE E,SEATTLE,WA,98112.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004207-20CP'},47.63250961,-122.28241277,"{'latitude': '47.63250961', 'longitude': '-122.28241277'}"
147638,147638,004209-20CP,Complaint,Request,Weeds,"Per Online; OVERGROWN YARD/GRASS/WEEDS AND BLACKBERRY BUSHES. Property is rental with multiple parties, landlord and residents have not maintained property.  Blackberry bushes are also encroaching on adjacent properties.",2020-05-22,"{'type': 'Point', 'coordinates': [-122.29240861, 47.55549577]}",,Completed,3040 S Dawson ST,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004209-20CP'},47.55549577,-122.29240861,"{'latitude': '47.55549577', 'longitude': '-122.29240861'}"
147656,147656,004226-20CP,Complaint,Request,Land Use,"Over the past couple weeks there has been an increase in illegal dumping of furniture, tires, metal, needles, other garbage. This has led to at least 3 large rubbish fires that have needed SFD to come and out them out. Additionally, these fires are harmful to the health of our community. There A number of other violations including noise, overgrown shrubs, and tree cutting. There also seems to be other issues on the property as well as there has been a lot of police activity u",2020-05-24,"{'type': 'Point', 'coordinates': [-122.313404, 47.52537341]}",Completed,Completed,1437 S DONOVAN ST,SEATTLE,WA,98108.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004226-20CP'},47.52537341,-122.313404,"{'latitude': '47.52537341', 'longitude': '-122.313404'}"
147657,147657,004227-20CP,Complaint,Request,Land Use,"Over the past couple weeks there has been an increase in illegal dumping of furniture, tires, metal, needles, other garbage. This has led to at least 3 large rubbish fires that have needed SFD to come and out them out. Additionally, these fires are harmful to the health of our community. There A number of other violations including noise, overgrown shrubs, and tree cutting. There also seems to be other issues on the property as well as there has been a lot of police activity",2020-05-24,"{'type': 'Point', 'coordinates': [-122.31323013, 47.52532062]}",Completed,Completed,1501 S Donovan ST,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004227-20CP'},47.52532062,-122.31323013,"{'latitude': '47.52532062', 'longitude': '-122.31323013'}"
147661,147661,004231-20CP,Complaint,Request,Weeds,Badly Overgrown,2020-05-24,"{'type': 'Point', 'coordinates': [-122.31119429, 47.61108248]}",,Closed,920 16TH AVE,SEATTLE,WA,98122.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004231-20CP'},47.61108248,-122.31119429,"{'latitude': '47.61108248', 'longitude': '-122.31119429'}"
147666,147666,004236-20CP,Complaint,Request,Weeds,Grass on the 67th St side of the house 6700 Alonzo Ave NW is growing very tall.,2020-05-24,"{'type': 'Point', 'coordinates': [-122.37495191, 47.67793817]}",,Completed,6700 ALONZO AVE NW,SEATTLE,WA,98117.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004236-20CP'},47.67793817,-122.37495191,"{'latitude': '47.67793817', 'longitude': '-122.37495191'}"
147677,147677,004247-20CP,Complaint,Request,Weeds,"5506 NE 73rd ST - Prickly hedges - significant problem in 2017 taking months to correct - now grown out to 30%also3rd complaint - vegetation adjacent to utility pole #  5502 (1340187) - shrub and tree branches - 25-30% blocking sidewalk, some large -encroaching on over sidewalk - hard on head - previous 2015-2017 complaints regarding hedge along sidewalk that took several complaints is growing over sidewalk again and needs trimming",2020-05-25,"{'type': 'Point', 'coordinates': [-122.2686745, 47.68134175]}",Completed,Completed,5506 NE 73rd ST,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004247-20CP'},47.68134175,-122.2686745,"{'latitude': '47.68134175', 'longitude': '-122.2686745'}"
147680,147680,004250-20CP,Complaint,Request,Weeds,Per Online; The sidewalk is obstructed with overgrown brushes and weeds as per the city's weeds and vegetation code.,2020-05-25,"{'type': 'Point', 'coordinates': [-122.33631348, 47.72221408]}",,Completed,1720 N 128TH ST,SEATTLE,WA,98133.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004250-20CP'},47.72221408,-122.33631348,"{'latitude': '47.72221408', 'longitude': '-122.33631348'}"
147681,147681,004251-20CP,Complaint,Request,Weeds,"Per Online; The sidewalk in front of the property is obstructed by overgrown bushes, as per the city's weed and overgrown vegetation code. Owner needs to trim the bushes so that the sidewalk is passable for pedestrians.",2020-05-25,"{'type': 'Point', 'coordinates': [-122.33570902, 47.7222724]}",,Completed,1736 N 128TH ST,SEATTLE,WA,98133.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004251-20CP'},47.7222724,-122.33570902,"{'latitude': '47.7222724', 'longitude': '-122.33570902'}"
147688,147688,004258-20CP,Complaint,Request,Vacant Building,Per Online; Building is vacant. Lot is unmanaged with overgrown vegetation. Back door is kicked in. People have been observed trying to access property illicitly.,2020-05-26,"{'type': 'Point', 'coordinates': [-122.35565278, 47.67741561]}",Compliance Achieved,Completed,6549 GREENWOOD AVE N,SEATTLE,WA,98103.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004258-20CP'},47.67741561,-122.35565278,"{'latitude': '47.67741561', 'longitude': '-122.35565278'}"
147700,147700,004269-20CP,Complaint,Request,Vacant Building,Per Online; The building is abandoned and has had numerous instances of illegal trespassing. The vegetation is overgrown and blocking a portion of the sidewalk. The large tree near the street is growing into the phone lines and presents a safety hazard. There is graffiti on the brick chimney and on the back (North) side of the house which criminals use to communicate with one another. This house is a nuisance property and should be cleaned up or torn down to prevent further cr,2020-05-26,"{'type': 'Point', 'coordinates': [-122.34727937, 47.68122129]}",Completed,Completed,758 N 72nd ST,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004269-20CP'},47.68122129,-122.34727937,"{'latitude': '47.68122129', 'longitude': '-122.34727937'}"
147701,147701,004270-20CP,Complaint,Request,Weeds,Trees planted in the ROW are growing outwards making the adjacent sidewalk difficult to pass.,2020-05-21,"{'type': 'Point', 'coordinates': [-122.29822806, 47.60571979]}",,Completed,349 27TH AVE,SEATTLE,WA,98122.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004270-20CP'},47.60571979,-122.29822806,"{'latitude': '47.60571979', 'longitude': '-122.29822806'}"
